# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "reference/styphimurium.gff" "-o" "feature_counts/all_samples_counts.txt" "alignment_bam/acidic_sorted.bam" "alignment_bam/oxidative_sorted.bam" "alignment_bam/starvation_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment_bam/acidic_sorted.bam	alignment_bam/oxidative_sorted.bam	alignment_bam/starvation_sorted.bam
STM1591	NC_003197.2	1678840	1679303	+	464	1726	585	309
STM1592	NC_003197.2	1679308	1679552	-	245	2429	757	708
STM1593	NC_003197.2	1679760	1681084	+	1325	4875	669	85
STM1594	NC_003197.2	1681083	1684070	+	2988	3265	3175	180
STM1595	NC_003197.2	1684062	1686211	+	2150	2764	1754	163
STM1596	NC_003197.2	1686256	1686528	-	273	2328	820	127
STM1597	NC_003197.2	1686828	1688287	-	1460	1272	603	642
STM1598	NC_003197.2	1688388	1689812	-	1425	1138	949	348
STM1599	NC_003197.2	1689948	1690725	-	778	1091	1376	165
STM1600	NC_003197.2	1690977	1691211	-	235	1049	109	351
STM1601	NC_003197.2	1691240	1691646	-	407	894	262	1093
STM1602	NC_003197.2	1692171	1693125	+	955	1955	152	150
STM1603	NC_003197.2	1693388	1693629	+	242	440	43	67
STM1604	NC_003197.2	1693630	1695612	-	1983	5122	947	159
STM1605	NC_003197.2	1695673	1696220	-	548	1303	285	352
STM1606	NC_003197.2	1696291	1697478	+	1188	1303	372	95
STM1607	NC_003197.2	1697532	1698213	-	682	2113	773	779
STM1608	NC_003197.2	1698356	1698962	-	607	3792	2800	434
STM1609	NC_003197.2	1698939	1699952	-	1014	1021	282	172
STM1610	NC_003197.2	1700046	1701039	+	994	430	167	469
STM1611	NC_003197.2	1701036	1701587	-	552	710	697	568
STM1612	NC_003197.2	1701780	1702910	+	1131	325	139	173
STM1613	NC_003197.2	1702901	1703188	+	288	126	41	36
STM1614	NC_003197.2	1703188	1704512	+	1325	217	18	64
STM1615	NC_003197.2	1704511	1705332	+	822	652	147	122
STM1616	NC_003197.2	1705448	1705901	+	454	430	176	181
STM1617	NC_003197.2	1705901	1706545	+	645	58	35	44
STM1618	NC_003197.2	1706545	1707352	+	808	258	95	142
STM1619	NC_003197.2	1707344	1707789	+	446	135	58	25
STM1620	NC_003197.2	1707836	1709043	-	1208	471	42	50
STM1621	NC_003197.2	1709050	1709625	-	576	465	31	40
STM1622	NC_003197.2	1709821	1711494	-	1674	3586	1062	361
STM1623	NC_003197.2	1711696	1713211	-	1516	1970	946	1588
STM1624	NC_003197.2	1713253	1714612	-	1360	551	188	2100
STM1625	NC_003197.2	1714889	1715812	+	924	581	190	3226
STM1626	NC_003197.2	1715873	1717504	-	1632	1218	1399	2741
STM1627	NC_003197.2	1717667	1718798	-	1132	900	1003	142
STM1628	NC_003197.2	1718817	1719103	-	287	711	214	58
STM1629	NC_003197.2	1719608	1720016	+	409	1192	301	61
STM1630	NC_003197.2	1720145	1720861	-	717	186	23	7
STM1631	NC_003197.2	1721280	1722513	+	1234	478	167	198
STM1632	NC_003197.2	1722634	1722978	-	345	388	41	5
STM1633	NC_003197.2	1723877	1724646	+	770	836	245	14
STM1634	NC_003197.2	1724647	1725300	+	654	140	33	0
STM1635	NC_003197.2	1725318	1726056	+	739	124	30	9
STM1636	NC_003197.2	1726047	1726733	+	687	196	9	8
STM1637	NC_003197.2	1726863	1728420	+	1558	664	122	10
STM1638	NC_003197.2	1729109	1729546	+	438	22908	1852	497
STM1639	NC_003197.2	1729817	1730358	-	542	3959	971	206
STM1640	NC_003197.2	1730464	1731275	-	812	1724	1880	411
STM1641	NC_003197.2	1731328	1735230	-	3903	4399	3340	1584
STM1642	NC_003197.2	1735419	1736036	+	618	2059	976	271
STM1643	NC_003197.2	1736033	1736482	-	450	1086	477	350
STM1644	NC_003197.2	1736625	1736957	-	333	347	40	49
STM1645	NC_003197.2	1736956	1737158	-	203	92	6	15
STM1646	NC_003197.2	1737147	1739800	-	2654	3185	1008	293
STM1647	NC_003197.2	1740009	1741012	+	1004	2441	5092	1029
STM1648	NC_003197.2	1741113	1741533	+	421	2357	1344	311
STM1649	NC_003197.2	1741577	1741738	-	162	355	104	56
STM1650	NC_003197.2	1741754	1742058	+	305	62	6	13
STM1651	NC_003197.2	1742108	1745643	+	3536	2199	960	1464
STM1652	NC_003197.2	1746114	1746559	+	446	4066	7041	48938
STM1653	NC_003197.2	1746609	1746964	-	356	2988	555	453
STM1654	NC_003197.2	1747290	1748238	+	949	8368	603	197
STM1655	NC_003197.2	1748282	1749655	-	1374	1334	311	262
STM1656	NC_003197.2	1750142	1751136	-	995	1098	446	402
STM1657	NC_003197.2	1751271	1752430	-	1160	3918	889	294
STM1658	NC_003197.2	1752836	1753413	-	578	5367	2964	1008
STM1659	NC_003197.2	1753649	1754172	+	524	2686	685	1808
STM1660	NC_003197.2	1754273	1755120	+	848	74140	8659	11048
STM1661	NC_003197.2	1755258	1756218	+	961	15803	9720	7190
STM1662	NC_003197.2	1756273	1756539	-	267	16467	9769	7353
STM1663	NC_003197.2	1756748	1757797	+	1050	4152	1081	315
STM1664	NC_003197.2	1757883	1758485	-	603	678	56	122
STM1665	NC_003197.2	1758522	1759215	+	694	582	161	73
STM1667	NC_003197.2	1759687	1760244	-	558	153	56	10
STM1668	NC_003197.2	1760343	1761179	-	837	85	16	35
STM1669	NC_003197.2	1761194	1763184	-	1991	121	44	42
STM1670	NC_003197.2	1763251	1764101	-	851	88	0	16
STM1671	NC_003197.2	1764383	1765247	+	865	117	10	19
STM1672	NC_003197.2	1765638	1766747	+	1110	14349	7239	2617
STM1673	NC_003197.2	1766961	1767215	-	255	1376	588	216
STM1674	NC_003197.2	1767326	1767923	-	598	270	86	40
STM1675	NC_003197.2	1767982	1768707	+	726	1268	507	226
STM1676	NC_003197.2	1768798	1769672	-	875	3586	1799	916
STM1677	NC_003197.2	1769941	1770851	-	911	425	242	254
STM1678	NC_003197.2	1770959	1771894	+	936	688	361	393
STM1679	NC_003197.2	1771991	1773615	-	1625	2462	1931	2418
STM1680	NC_003197.2	1773794	1774522	+	729	1485	478	367
STM1681	NC_003197.2	1774497	1775473	-	977	774	507	584
STM1682	NC_003197.2	1775565	1776084	+	520	39082	25509	10956
STM1683	NC_003197.2	1776174	1777837	-	1664	5235	1687	2315
STM1684	NC_003197.2	1777863	1778940	-	1078	1530	4934	385
STM1685	NC_003197.2	1778921	1780337	-	1417	1043	1863	122
STM1686	NC_003197.2	1780467	1780793	-	327	1340	238	2118
STM1687	NC_003197.2	1780857	1781084	-	228	513	219	107
STM1688	NC_003197.2	1781098	1781472	-	375	570	608	182
STM1689	NC_003197.2	1781457	1781692	-	236	321	272	156
STM1690	NC_003197.2	1781741	1782421	-	681	10953	8121	1262
STM1691	NC_003197.2	1782565	1783560	+	996	866	415	179
STM1692	NC_003197.2	1783672	1785321	+	1650	5502	1270	430
STM1693	NC_003197.2	1785304	1786283	+	980	1734	692	48
STM1694	NC_003197.2	1786260	1787160	+	901	1111	529	75
STM1695	NC_003197.2	1787152	1788152	+	1001	1332	836	205
STM1696	NC_003197.2	1788138	1788960	+	823	1182	825	105
STM1697	NC_003197.2	1789089	1789692	-	604	501	42	163
STM1698	NC_003197.2	1790151	1791531	-	1381	727	652	161
STM1698A	NC_003197.2	1791559	1791738	+	180	0	0	0
STM1699	NC_003197.2	1791708	1792012	+	305	480	52	117
STM1700	NC_003197.2	1792117	1792918	+	802	68664	10902	2248
STM1701	NC_003197.2	1793118	1794098	+	981	814	68	102
STM1702	NC_003197.2	1794158	1796274	+	2117	9623	3843	690
STM1703	NC_003197.2	1796527	1798518	+	1992	1614	1069	2544
STM1704	NC_003197.2	1798906	1799658	+	753	4259	1113	472
STM1705	NC_003197.2	1799843	1800135	+	293	2181	1453	1851
STM1706	NC_003197.2	1800255	1800589	-	335	383	108	6
STM1707	NC_003197.2	1800581	1801329	-	749	4184	394	298
STM1708	NC_003197.2	1801509	1802693	-	1185	7619	1317	526
STM1709	NC_003197.2	1802685	1803005	-	321	3129	1010	650
STM1710	NC_003197.2	1803143	1803918	-	776	284	249	371
STM1711	NC_003197.2	1804091	1804693	+	603	3798	1192	398
STM1712	NC_003197.2	1804749	1807432	-	2684	1429	939	14010
STM1713	NC_003197.2	1808401	1809569	-	1169	3929	2269	1481
STM1714	NC_003197.2	1809786	1812392	-	2607	13895	6798	1104
STM1715	NC_003197.2	1812774	1813037	+	264	13238	3272	1862
STM1716	NC_003197.2	1813079	1814137	-	1059	6214	2143	1060
STM1717	NC_003197.2	1814352	1815124	+	773	2341	2552	662
STM1718	NC_003197.2	1815108	1815711	+	604	1270	1030	318
STM1719	NC_003197.2	1815798	1816684	-	887	9334	896	168
STM1720	NC_003197.2	1816774	1817403	-	630	1260	856	301
STM1721	NC_003197.2	1817402	1818283	-	882	2559	1117	810
STM1722	NC_003197.2	1818341	1818449	+	109	98	8	37
STM1723	NC_003197.2	1818534	1820106	+	1573	245	122	60
STM1724	NC_003197.2	1820092	1821701	+	1610	123	171	46
STM1725	NC_003197.2	1821643	1823063	+	1421	160	173	44
STM1726	NC_003197.2	1823062	1824266	+	1205	313	764	208
STM1727	NC_003197.2	1824253	1825072	+	820	321	236	76
STM1728	NC_003197.2	1825539	1825734	+	196	81	109	1521
STM1729	NC_003197.2	1825808	1826327	+	520	49	7	143
STM1730	NC_003197.2	1826389	1826907	+	519	25	4	11
STM1731	NC_003197.2	1826919	1827805	+	887	844	103	116
STM1732	NC_003197.2	1827887	1828536	-	650	390	433	286
STM1733	NC_003197.2	1828853	1829267	+	415	675	940	170
STM1734	NC_003197.2	1829282	1830036	+	755	8724	1957	658
STM1735	NC_003197.2	1830080	1830632	+	553	8117	1316	307
STM1736	NC_003197.2	1830793	1831194	+	402	10841	1124	463
STM1737	NC_003197.2	1831254	1832052	-	799	6149	3564	265
STM1738	NC_003197.2	1832192	1832502	+	311	5165	1489	507
STM1739	NC_003197.2	1832846	1834322	+	1477	861	649	275
STM1740	NC_003197.2	1834344	1834685	+	342	10483	2093	576
STM1741	NC_003197.2	1834733	1835575	-	843	4742	626	259
STM1742	NC_003197.2	1835617	1836632	-	1016	2082	1090	479
STM1743	NC_003197.2	1836618	1837638	-	1021	684	1111	482
STM1744	NC_003197.2	1837637	1838557	-	921	679	704	331
STM1745	NC_003197.2	1838560	1839492	-	933	607	574	424
STM1746	NC_003197.2	1839602	1841396	-	1795	4850	5682	3498
STM1747	NC_003197.2	1841295	1841615	+	321	637	112	85
STM1748	NC_003197.2	1841998	1842657	-	660	1634	176	162
STM1749	NC_003197.2	1843110	1845800	+	2691	15382	43996	3266
STM1750	NC_003197.2	1845997	1846634	-	638	7001	2190	1455
STM1751	NC_003197.2	1847151	1847690	+	540	236028	101170	59066
STM1752	NC_003197.2	1847822	1848744	-	923	13817	4710	1059
STM1753	NC_003197.2	1848933	1849959	-	1027	1058	735	497
STM1754	NC_003197.2	1850037	1850942	-	906	2327	936	970
STM1755	NC_003197.2	1851040	1851511	+	472	2914	478	319
STM1756	NC_003197.2	1851546	1852404	+	859	9060	3167	757
STM1757	NC_003197.2	1852564	1852645	+	82	808	85	25
STM1758	NC_003197.2	1852677	1852819	+	143	6259	233	11
STM1759	NC_003197.2	1852853	1852934	+	82	1383	41	6
STM1760	NC_003197.2	1853720	1855255	-	1536	1075	495	1044
STM1761	NC_003197.2	1855491	1856184	-	694	506	130	179
STM1762	NC_003197.2	1856168	1856892	-	725	57	23	2
STM1763	NC_003197.2	1856875	1858424	-	1550	96	18	54
STM1764	NC_003197.2	1858407	1862248	-	3842	896	216	252
STM1765	NC_003197.2	1862538	1864130	-	1593	698	142	113
STM1766	NC_003197.2	1864160	1866072	+	1913	3605	460	333
STM1767	NC_003197.2	1866052	1866715	+	664	1292	445	114
STM1768	NC_003197.2	1866716	1868153	-	1438	3297	983	643
STM1769	NC_003197.2	1868300	1868670	+	371	10958	2746	1296
STM1770	NC_003197.2	1868750	1868989	-	240	1312	300	1134
STM1771	NC_003197.2	1869234	1870347	+	1114	3541	1270	241
STM1772	NC_003197.2	1870401	1871266	-	866	7431	4084	219
STM1773	NC_003197.2	1871293	1872114	-	822	4693	1067	183
STM1774	NC_003197.2	1872106	1872562	-	457	176	22	8
STM1775	NC_003197.2	1872492	1873333	-	842	557	152	16
STM1776	NC_003197.2	1873325	1874425	-	1101	4045	725	181
STM1777	NC_003197.2	1874448	1875724	-	1277	9837	1499	986
STM1778	NC_003197.2	1876001	1876641	+	641	3607	581	192
STM1779	NC_003197.2	1876626	1877489	+	864	7771	2017	283
STM1780	NC_003197.2	1877687	1878702	+	1016	21470	4550	747
STM1781	NC_003197.2	1878851	1880512	+	1662	1636	506	433
STM1782	NC_003197.2	1880557	1880845	-	289	37	504	2063
STM1783	NC_003197.2	1881087	1881695	+	609	1090	229	523
STM1784	NC_003197.2	1881797	1882903	+	1107	8872	1961	1696
STM1785	NC_003197.2	1883062	1884332	-	1271	3011	668	338
STM1786	NC_003197.2	1884759	1885940	+	1182	117	22	4
STM1787	NC_003197.2	1885923	1887730	+	1808	362	111	55
STM1788	NC_003197.2	1887736	1888480	+	745	111	75	102
STM1789	NC_003197.2	1888466	1889073	+	608	28	19	10
STM1790	NC_003197.2	1889047	1889467	+	421	10	0	2
STM1791	NC_003197.2	1889450	1890312	+	863	82	8	3
STM1792	NC_003197.2	1890376	1891931	+	1556	689	56	34
STM1793	NC_003197.2	1891931	1893079	+	1149	482	46	186
STM1794	NC_003197.2	1893087	1893181	+	95	203	35	48
STM1795	NC_003197.2	1893520	1894850	+	1331	2612	1487	13724
STM1796	NC_003197.2	1894974	1896776	+	1803	976	502	1544
STM1797	NC_003197.2	1896839	1897112	-	274	225	178	1117
STM1798	NC_003197.2	1897247	1897996	+	750	4091	498	207
STM1799	NC_003197.2	1898010	1898634	-	625	1445	237	99
STM1800	NC_003197.2	1898781	1899706	+	926	1202	816	158
STM1801	NC_003197.2	1899787	1901536	+	1750	6414	3984	1915
STM1802	NC_003197.2	1901599	1902680	-	1082	594	361	1979
STM1803	NC_003197.2	1902683	1904086	-	1404	770	417	6249
STM1804	NC_003197.2	1904292	1905836	+	1545	1676	981	14818
STM1805	NC_003197.2	1905883	1906616	-	734	6254	1376	1583
STM1806	NC_003197.2	1906809	1908366	+	1558	4715	3873	654
STM1807	NC_003197.2	1908495	1909038	+	544	7713	1856	197
STM1808	NC_003197.2	1909141	1909488	+	348	1241	486	178
STM1809	NC_003197.2	1909560	1909746	-	187	45522	20448	45032
STM1810	NC_003197.2	1909925	1910067	-	143	481	335	3804
STM1811	NC_003197.2	1910414	1910894	-	481	6725	821	362
STM1812	NC_003197.2	1910953	1911623	-	671	2172	904	564
STM1813	NC_003197.2	1911662	1911994	-	333	2204	905	813
STM1814	NC_003197.2	1912072	1912788	+	717	15909	2273	1479
STM1815	NC_003197.2	1912801	1913624	+	824	15108	10617	2372
STM1816	NC_003197.2	1913617	1913894	+	278	7200	5663	1777
STM1817	NC_003197.2	1914016	1915154	-	1139	1959	186	128
STM1818	NC_003197.2	1915216	1916912	-	1697	1838	438	7043
STM1819	NC_003197.2	1917106	1917700	-	595	821	375	226
STM1820	NC_003197.2	1917759	1918465	-	707	1662	173	131
STM1821	NC_003197.2	1918512	1920433	-	1922	1415	705	165
STM1822	NC_003197.2	1920541	1920897	+	357	13905	4748	1497
STM1823	NC_003197.2	1920903	1921094	-	192	1302	585	336
STM1824	NC_003197.2	1921151	1922527	+	1377	2148	995	224
STM1825	NC_003197.2	1922516	1923109	+	594	164	210	111
STM1826	NC_003197.2	1923360	1924737	+	1378	7031	1746	459
STM1827	NC_003197.2	1924773	1926476	+	1704	412	142	285
STM1828	NC_003197.2	1926498	1928069	-	1572	976	771	280
STM1829	NC_003197.2	1928045	1928380	-	336	192	43	60
STM1830	NC_003197.2	1928333	1929498	+	1166	1683	11644	3831
STM1831	NC_003197.2	1929538	1930351	+	814	393	3246	856
STM1832	NC_003197.2	1930343	1931215	+	873	1169	4259	1019
STM1833	NC_003197.2	1931262	1931743	+	482	354	89	8
STM1834	NC_003197.2	1932075	1932707	+	633	4073	431	42
STM1835	NC_003197.2	1932704	1933524	-	821	4039	323	53
STM1836	NC_003197.2	1933579	1935331	-	1753	1884	194	175
STM1837	NC_003197.2	1935544	1935767	-	224	39542	4609	4228
STM1838	NC_003197.2	1935766	1935926	-	161	26219	2878	3167
STM1839	NC_003197.2	1936558	1936856	-	299	16534	2428	418
STM1840	NC_003197.2	1936916	1937071	-	156	4138	755	101
STM1841	NC_003197.2	1937211	1937456	+	246	1446	296	130
STM1842	NC_003197.2	1937668	1938469	-	802	21264	4242	2226
STM1843	NC_003197.2	1938635	1940008	+	1374	552	110	83
STM1844	NC_003197.2	1940056	1940954	-	899	7199	2539	1099
STM1845	NC_003197.2	1941131	1943197	-	2067	13034	3983	913
STM1846	NC_003197.2	1943199	1943896	-	698	23248	2832	512
STM1847	NC_003197.2	1943983	1944567	-	585	11364	2607	1352
STM1848	NC_003197.2	1944601	1945892	+	1292	2741	876	1091
STM1849	NC_003197.2	1945855	1948494	+	2640	4030	2315	1336
STM1850	NC_003197.2	1948558	1950011	+	1454	1765	458	124
STM1851	NC_003197.2	1950114	1950365	+	252	823	249	2554
STM1852	NC_003197.2	1950467	1950667	+	201	312	59	571
STM1853	NC_003197.2	1950686	1951346	-	661	1200	149	125
STM1854	NC_003197.2	1951560	1951732	-	173	6176	3098	1343
STM1855	NC_003197.2	1952009	1952738	-	730	7418	5458	343
STM1856	NC_003197.2	1953404	1953810	+	407	344	48	4
STM1857	NC_003197.2	1955004	1955423	-	420	4137	467	454
STM1858	NC_003197.2	1955787	1956062	+	276	1010	174	711
STM1859	NC_003197.2	1956228	1956368	+	141	4467	2868	5852
STM1860	NC_003197.2	1956851	1957714	-	864	311	36	16
STM1861	NC_003197.2	1957832	1958200	+	369	133	13	15
STM1862	NC_003197.2	1959497	1960418	+	922	911	238	66
STM1863	NC_003197.2	1960544	1960709	+	166	101	56	0
STM1864	NC_003197.2	1960712	1961333	+	622	919	443	32
STM1865	NC_003197.2	1961660	1961789	-	130	122	8	15
STM1867	NC_003197.2	1963169	1963376	+	208	2568	2069	1284
STM1868	NC_003197.2	1963473	1964361	-	889	620	147	103
STM1868A	NC_003197.2	1965080	1965247	+	168	2843	16326	3851
STM1869	NC_003197.2	1965504	1966048	-	545	2104	18025	4819
STM1869A	NC_003197.2	1966091	1966378	-	288	80	30	4
STM1870	NC_003197.2	1966507	1967005	+	499	215	43	62
STM1871	NC_003197.2	1967023	1967919	+	897	340	228	85
STM1872	NC_003197.2	1968116	1968239	-	124	1491	133	2356
STM1873	NC_003197.2	1968293	1968663	-	371	1454	349	91
STM1874	NC_003197.2	1968663	1969547	-	885	1859	1108	348
STM1875	NC_003197.2	1969539	1969927	-	389	3104	3920	1344
STM1876	NC_003197.2	1970039	1970281	+	243	7086	558	92
STM1877	NC_003197.2	1970377	1971045	+	669	2854	359	217
STM1878	NC_003197.2	1971057	1971767	+	711	1371	503	174
STM1879	NC_003197.2	1971802	1973866	-	2065	2230	1323	1760
STM1880	NC_003197.2	1974066	1974735	-	670	1125	383	268
STM1881	NC_003197.2	1974819	1975184	-	366	1323	482	2294
STM1882	NC_003197.2	1975240	1975543	-	304	2333	1345	893
STM1883	NC_003197.2	1975647	1976839	+	1193	580	286	154
STM1884	NC_003197.2	1976939	1977754	-	816	4534	3424	245
STM1885	NC_003197.2	1977618	1979494	-	1877	1911	1037	131
STM1886	NC_003197.2	1979664	1981336	-	1673	3094	7809	1315
STM1887	NC_003197.2	1981481	1982350	+	870	1358	611	1424
STM1888	NC_003197.2	1982462	1983916	+	1455	2683	6264	3134
STM1889	NC_003197.2	1983989	1984970	-	982	2883	773	739
STM1890	NC_003197.2	1985077	1986410	-	1334	2183	655	258
STM1891	NC_003197.2	1986412	1987426	-	1015	1236	342	109
STM1892	NC_003197.2	1987384	1988190	+	807	1568	314	123
STM1893	NC_003197.2	1988169	1988972	+	804	1296	506	136
STM1894	NC_003197.2	1989051	1990071	-	1021	2127	1397	434
STM1895	NC_003197.2	1990070	1990693	-	624	2781	537	217
STM1896	NC_003197.2	1991096	1991997	+	902	194	0	2
STM1897	NC_003197.2	1992611	1993223	+	613	226	28	74
STM1898	NC_003197.2	1993225	1993759	-	535	2302	670	77
STM1899	NC_003197.2	1993783	1994535	-	753	4448	2820	543
STM1900	NC_003197.2	1994553	1995013	-	461	2338	1338	180
STM1901	NC_003197.2	1995108	1996892	-	1785	10493	4074	372
STM1902	NC_003197.2	1997189	1997771	+	583	909	267	177
STM1903	NC_003197.2	1997748	1998586	+	839	509	183	100
STM1904	NC_003197.2	1998627	1999034	+	408	2153	521	285
STM1905	NC_003197.2	1999060	1999818	+	759	2938	562	258
STM1906	NC_003197.2	1999802	2000786	+	985	2340	774	298
STM1907	NC_003197.2	2001022	2001779	-	758	497	236	46
STM1908	NC_003197.2	2001788	2002374	-	587	708	218	36
STM1909	NC_003197.2	2002583	2004327	+	1745	9199	2286	431
STM1910	NC_003197.2	2004509	2006387	+	1879	929	150	104
STM1911	NC_003197.2	2006441	2007586	-	1146	1548	353	130
STM1912	NC_003197.2	2007817	2008219	-	403	688	323	55
STM1913	NC_003197.2	2008209	2010300	-	2092	4971	1712	90
STM1914	NC_003197.2	2010280	2011444	-	1165	3817	369	11
STM1915	NC_003197.2	2011625	2012281	-	657	7338	6367	1586
STM1916	NC_003197.2	2012280	2012684	-	405	2883	5317	1648
STM1917	NC_003197.2	2012687	2013747	-	1061	1369	1907	951
STM1918	NC_003197.2	2013733	2014607	-	875	2796	2435	11198
STM1919	NC_003197.2	2014753	2016428	-	1676	23707	14158	33290
STM1920	NC_003197.2	2016651	2017165	-	515	28932	13651	8252
STM1921	NC_003197.2	2017175	2019201	-	2027	13074	9786	6056
STM1922	NC_003197.2	2019195	2020132	-	938	7983	2917	5619
STM1923	NC_003197.2	2020121	2021020	-	900	10681	2670	7166
STM1924	NC_003197.2	2021133	2021723	-	591	5220	904	618
STM1925	NC_003197.2	2021714	2022215	-	502	11716	2276	2618
STM1926	NC_003197.2	2022735	2022854	+	120	35	0	13
STM1927	NC_003197.2	2022839	2023279	+	441	635	4915	1520
STM1928	NC_003197.2	2023297	2024874	-	1578	418	1089	1012
STM1929	NC_003197.2	2024693	2025552	-	860	195	112	789
STM1931	NC_003197.2	2026129	2026693	-	565	225	42	60
STM1932	NC_003197.2	2027217	2027740	+	524	928	245	800
STM1933	NC_003197.2	2027919	2028565	-	647	236	184	84
STM1934	NC_003197.2	2028800	2029148	+	349	4757	1152	63
STM1935	NC_003197.2	2029375	2029885	+	511	25911	2154	398
STM1936	NC_003197.2	2029931	2030181	-	251	646	60	5
STM1937	NC_003197.2	2030271	2031608	+	1338	3419	615	265
STM1938	NC_003197.2	2031683	2032361	-	679	3190	1861	3387
STM1939	NC_003197.2	2032586	2032919	-	334	9009	927	436
STM1940	NC_003197.2	2033125	2034570	-	1446	3319	860	456
STM1941	NC_003197.2	2034777	2035109	-	333	1767	137	74
STM1942	NC_003197.2	2035363	2035446	-	84	6201	397	74
STM1943	NC_003197.2	2035461	2035531	-	71	69	6	22
STM1944	NC_003197.2	2035587	2035659	-	73	7052	324	285
STM1945	NC_003197.2	2035810	2036377	-	568	4317	1285	641
STM1946	NC_003197.2	2036415	2038267	-	1853	3617	1569	565
STM1947	NC_003197.2	2038244	2038914	-	671	9575	1885	2327
STM1948	NC_003197.2	2039208	2039367	+	160	91	5	1
STM1949	NC_003197.2	2039353	2039588	+	236	11883	915	90
STM1950	NC_003197.2	2039655	2040395	-	741	4001	831	1634
STM1951	NC_003197.2	2040609	2041378	-	770	1711	892	486
STM1952	NC_003197.2	2041358	2042042	-	685	350	138	75
STM1953	NC_003197.2	2042047	2043044	-	998	910	762	489
STM1954	NC_003197.2	2043187	2043998	-	812	6292	3586	4529
STM1955	NC_003197.2	2044134	2044696	-	563	9116	3708	3571
STM1956	NC_003197.2	2044744	2045477	-	734	23258	3520	6438
STM1957	NC_003197.2	2045732	2046196	-	465	340	33	61
STM1958	NC_003197.2	2046371	2047583	-	1213	6311	1993	228
STM1959	NC_003197.2	2047655	2049154	-	1500	452287	102738	114926
STM1960	NC_003197.2	2049387	2050802	+	1416	65102	26293	23314
STM1961	NC_003197.2	2050808	2051224	+	417	8829	4815	3177
STM1962	NC_003197.2	2051210	2051592	+	383	11200	2283	1921
STM1963	NC_003197.2	2051650	2053148	+	1499	2067	348	286
STM1964	NC_003197.2	2053188	2053624	-	437	2408	486	137
STM1965	NC_003197.2	2053721	2055004	+	1284	575	173	38
STM1966	NC_003197.2	2054990	2055234	+	245	717	535	64
STM1967	NC_003197.2	2055492	2055885	+	394	3439	275	10
STM1968	NC_003197.2	2056005	2056331	-	327	3949	827	30
STM1969	NC_003197.2	2056526	2058218	+	1693	17309	5017	344
STM1970	NC_003197.2	2058194	2059206	+	1013	6958	3959	118
STM1971	NC_003197.2	2059189	2059906	+	718	3953	1789	79
STM1972	NC_003197.2	2059886	2061276	+	1391	5123	2902	108
STM1973	NC_003197.2	2061282	2061741	+	460	1862	2632	112
STM1974	NC_003197.2	2061726	2062955	+	1230	5606	5811	151
STM1975	NC_003197.2	2063043	2063527	+	485	2153	552	37
STM1976	NC_003197.2	2063521	2064536	+	1016	3393	1861	159
STM1977	NC_003197.2	2064519	2064946	+	428	1890	1230	121
STM1978	NC_003197.2	2064946	2065323	+	378	924	265	1
STM1979	NC_003197.2	2065310	2066060	+	751	2409	864	70
STM1980	NC_003197.2	2066060	2066339	+	280	277	115	14
STM1981	NC_003197.2	2066332	2067142	+	811	1599	140	21
STM1982	NC_003197.2	2067341	2068047	+	707	1783	340	66
STM1983	NC_003197.2	2068086	2068293	-	208	4089	4043	3410
